	series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
17628	CXU140320LB0103M              	U	EXPEND	FOODTOTL	140320	LB01	03	M	Dried peas by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
17629	CXU140320LB0104M              	U	EXPEND	FOODTOTL	140320	LB01	04	M	Dried peas by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
17630	CXU140320LB0105M              	U	EXPEND	FOODTOTL	140320	LB01	05	M	Dried peas by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
17631	CXU140320LB0106M              	U	EXPEND	FOODTOTL	140320	LB01	06	M	Dried peas by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
17785	CXU140330LB0102M              	U	EXPEND	FOODTOTL	140330	LB01	02	M	Dried beans by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
17786	CXU140330LB0103M              	U	EXPEND	FOODTOTL	140330	LB01	03	M	Dried beans by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
17787	CXU140330LB0104M              	U	EXPEND	FOODTOTL	140330	LB01	04	M	Dried beans by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
17788	CXU140330LB0105M              	U	EXPEND	FOODTOTL	140330	LB01	05	M	Dried beans by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
17789	CXU140330LB0106M              	U	EXPEND	FOODTOTL	140330	LB01	06	M	Dried beans by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
17943	CXU140340LB0102M              	U	EXPEND	FOODTOTL	140340	LB01	02	M	Dried miscellaneous vegetables by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
17944	CXU140340LB0103M              	U	EXPEND	FOODTOTL	140340	LB01	03	M	Dried miscellaneous vegetables by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
17945	CXU140340LB0104M              	U	EXPEND	FOODTOTL	140340	LB01	04	M	Dried miscellaneous vegetables by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
17946	CXU140340LB0105M              	U	EXPEND	FOODTOTL	140340	LB01	05	M	Dried miscellaneous vegetables by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
17947	CXU140340LB0106M              	U	EXPEND	FOODTOTL	140340	LB01	06	M	Dried miscellaneous vegetables by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
18101	CXU140349LB0102M              	U	EXPEND	FOODTOTL	140349	LB01	02	M	Dried fruits and vegetables by Income Quintiles: Lowest 20 percent income quintile		2023	A01	2023	A01
18102	CXU140349LB0103M              	U	EXPEND	FOODTOTL	140349	LB01	03	M	Dried fruits and vegetables by Income Quintiles: Second 20 percent income quintile		2023	A01	2023	A01
18103	CXU140349LB0104M              	U	EXPEND	FOODTOTL	140349	LB01	04	M	Dried fruits and vegetables by Income Quintiles: Third 20 percent income quintile		2023	A01	2023	A01
18104	CXU140349LB0105M              	U	EXPEND	FOODTOTL	140349	LB01	05	M	Dried fruits and vegetables by Income Quintiles: Fourth 20 percent income quintile		2023	A01	2023	A01
18105	CXU140349LB0106M              	U	EXPEND	FOODTOTL	140349	LB01	06	M	Dried fruits and vegetables by Income Quintiles: Highest 20 percent income quintile		2023	A01	2023	A01
18229	CXU140410LB0102M              	U	EXPEND	FOODTOTL	140410	LB01	02	M	Frozen vegetable juices by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
18230	CXU140410LB0103M              	U	EXPEND	FOODTOTL	140410	LB01	03	M	Frozen vegetable juices by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
18231	CXU140410LB0104M              	U	EXPEND	FOODTOTL	140410	LB01	04	M	Frozen vegetable juices by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
18232	CXU140410LB0105M              	U	EXPEND	FOODTOTL	140410	LB01	05	M	Frozen vegetable juices by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
18233	CXU140410LB0106M              	U	EXPEND	FOODTOTL	140410	LB01	06	M	Frozen vegetable juices by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
18387	CXU140420LB0102M              	U	EXPEND	FOODTOTL	140420	LB01	02	M	Fresh and canned vegetable juices by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
18388	CXU140420LB0103M              	U	EXPEND	FOODTOTL	140420	LB01	03	M	Fresh and canned vegetable juices by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
18389	CXU140420LB0104M              	U	EXPEND	FOODTOTL	140420	LB01	04	M	Fresh and canned vegetable juices by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
18390	CXU140420LB0105M              	U	EXPEND	FOODTOTL	140420	LB01	05	M	Fresh and canned vegetable juices by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
18391	CXU140420LB0106M              	U	EXPEND	FOODTOTL	140420	LB01	06	M	Fresh and canned vegetable juices by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
18545	CXU150110LB0102M              	U	EXPEND	FOODTOTL	150110	LB01	02	M	Candy and chewing gum by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
18546	CXU150110LB0103M              	U	EXPEND	FOODTOTL	150110	LB01	03	M	Candy and chewing gum by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
18547	CXU150110LB0104M              	U	EXPEND	FOODTOTL	150110	LB01	04	M	Candy and chewing gum by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
18548	CXU150110LB0105M              	U	EXPEND	FOODTOTL	150110	LB01	05	M	Candy and chewing gum by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
18549	CXU150110LB0106M              	U	EXPEND	FOODTOTL	150110	LB01	06	M	Candy and chewing gum by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
18703	CXU150211LB0102M              	U	EXPEND	FOODTOTL	150211	LB01	02	M	Sugar by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
18704	CXU150211LB0103M              	U	EXPEND	FOODTOTL	150211	LB01	03	M	Sugar by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
18705	CXU150211LB0104M              	U	EXPEND	FOODTOTL	150211	LB01	04	M	Sugar by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
18706	CXU150211LB0105M              	U	EXPEND	FOODTOTL	150211	LB01	05	M	Sugar by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
18707	CXU150211LB0106M              	U	EXPEND	FOODTOTL	150211	LB01	06	M	Sugar by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
18861	CXU150212LB0102M              	U	EXPEND	FOODTOTL	150212	LB01	02	M	Artificial sweeteners by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
18862	CXU150212LB0103M              	U	EXPEND	FOODTOTL	150212	LB01	03	M	Artificial sweeteners by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
18863	CXU150212LB0104M              	U	EXPEND	FOODTOTL	150212	LB01	04	M	Artificial sweeteners by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
18864	CXU150212LB0105M              	U	EXPEND	FOODTOTL	150212	LB01	05	M	Artificial sweeteners by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
18865	CXU150212LB0106M              	U	EXPEND	FOODTOTL	150212	LB01	06	M	Artificial sweeteners by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
19019	CXU150219LB0102M              	U	EXPEND	FOODTOTL	150219	LB01	02	M	Sugar and artificial sweeteners by Income Quintiles: Lowest 20 percent income quintile		2023	A01	2023	A01
19020	CXU150219LB0103M              	U	EXPEND	FOODTOTL	150219	LB01	03	M	Sugar and artificial sweeteners by Income Quintiles: Second 20 percent income quintile		2023	A01	2023	A01
19021	CXU150219LB0104M              	U	EXPEND	FOODTOTL	150219	LB01	04	M	Sugar and artificial sweeteners by Income Quintiles: Third 20 percent income quintile		2023	A01	2023	A01
19022	CXU150219LB0105M              	U	EXPEND	FOODTOTL	150219	LB01	05	M	Sugar and artificial sweeteners by Income Quintiles: Fourth 20 percent income quintile		2023	A01	2023	A01
19023	CXU150219LB0106M              	U	EXPEND	FOODTOTL	150219	LB01	06	M	Sugar and artificial sweeteners by Income Quintiles: Highest 20 percent income quintile		2023	A01	2023	A01
19147	CXU150310LB0102M              	U	EXPEND	FOODTOTL	150310	LB01	02	M	Jams, preserves, and other sweets by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
19148	CXU150310LB0103M              	U	EXPEND	FOODTOTL	150310	LB01	03	M	Jams, preserves, and other sweets by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
19149	CXU150310LB0104M              	U	EXPEND	FOODTOTL	150310	LB01	04	M	Jams, preserves, and other sweets by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
19150	CXU150310LB0105M              	U	EXPEND	FOODTOTL	150310	LB01	05	M	Jams, preserves, and other sweets by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
19151	CXU150310LB0106M              	U	EXPEND	FOODTOTL	150310	LB01	06	M	Jams, preserves, and other sweets by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
19305	CXU160110LB0102M              	U	EXPEND	FOODTOTL	160110	LB01	02	M	Margarine by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
19306	CXU160110LB0103M              	U	EXPEND	FOODTOTL	160110	LB01	03	M	Margarine by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
19307	CXU160110LB0104M              	U	EXPEND	FOODTOTL	160110	LB01	04	M	Margarine by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
19308	CXU160110LB0105M              	U	EXPEND	FOODTOTL	160110	LB01	05	M	Margarine by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
19309	CXU160110LB0106M              	U	EXPEND	FOODTOTL	160110	LB01	06	M	Margarine by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
19463	CXU160211LB0102M              	U	EXPEND	FOODTOTL	160211	LB01	02	M	Fats and oils by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
19464	CXU160211LB0103M              	U	EXPEND	FOODTOTL	160211	LB01	03	M	Fats and oils by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
19465	CXU160211LB0104M              	U	EXPEND	FOODTOTL	160211	LB01	04	M	Fats and oils by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
19466	CXU160211LB0105M              	U	EXPEND	FOODTOTL	160211	LB01	05	M	Fats and oils by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
19467	CXU160211LB0106M              	U	EXPEND	FOODTOTL	160211	LB01	06	M	Fats and oils by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
19621	CXU160212LB0102M              	U	EXPEND	FOODTOTL	160212	LB01	02	M	Salad dressings by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
19622	CXU160212LB0103M              	U	EXPEND	FOODTOTL	160212	LB01	03	M	Salad dressings by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
19623	CXU160212LB0104M              	U	EXPEND	FOODTOTL	160212	LB01	04	M	Salad dressings by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
19624	CXU160212LB0105M              	U	EXPEND	FOODTOTL	160212	LB01	05	M	Salad dressings by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
19625	CXU160212LB0106M              	U	EXPEND	FOODTOTL	160212	LB01	06	M	Salad dressings by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
19779	CXU160310LB0102M              	U	EXPEND	FOODTOTL	160310	LB01	02	M	Nondairy cream and imitation milk by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
19780	CXU160310LB0103M              	U	EXPEND	FOODTOTL	160310	LB01	03	M	Nondairy cream and imitation milk by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
19781	CXU160310LB0104M              	U	EXPEND	FOODTOTL	160310	LB01	04	M	Nondairy cream and imitation milk by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
19782	CXU160310LB0105M              	U	EXPEND	FOODTOTL	160310	LB01	05	M	Nondairy cream and imitation milk by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
19783	CXU160310LB0106M              	U	EXPEND	FOODTOTL	160310	LB01	06	M	Nondairy cream and imitation milk by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
19937	CXU160320LB0102M              	U	EXPEND	FOODTOTL	160320	LB01	02	M	Peanut butter by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
19938	CXU160320LB0103M              	U	EXPEND	FOODTOTL	160320	LB01	03	M	Peanut butter by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
19939	CXU160320LB0104M              	U	EXPEND	FOODTOTL	160320	LB01	04	M	Peanut butter by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
19940	CXU160320LB0105M              	U	EXPEND	FOODTOTL	160320	LB01	05	M	Peanut butter by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
19941	CXU160320LB0106M              	U	EXPEND	FOODTOTL	160320	LB01	06	M	Peanut butter by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
20095	CXU170110LB0102M              	U	EXPEND	FOODTOTL	170110	LB01	02	M	Cola by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
20096	CXU170110LB0103M              	U	EXPEND	FOODTOTL	170110	LB01	03	M	Cola by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
20097	CXU170110LB0104M              	U	EXPEND	FOODTOTL	170110	LB01	04	M	Cola by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
20098	CXU170110LB0105M              	U	EXPEND	FOODTOTL	170110	LB01	05	M	Cola by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
20099	CXU170110LB0106M              	U	EXPEND	FOODTOTL	170110	LB01	06	M	Cola by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
20253	CXU170210LB0102M              	U	EXPEND	FOODTOTL	170210	LB01	02	M	Other carbonated drinks by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
20254	CXU170210LB0103M              	U	EXPEND	FOODTOTL	170210	LB01	03	M	Other carbonated drinks by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
20255	CXU170210LB0104M              	U	EXPEND	FOODTOTL	170210	LB01	04	M	Other carbonated drinks by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
20256	CXU170210LB0105M              	U	EXPEND	FOODTOTL	170210	LB01	05	M	Other carbonated drinks by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
20257	CXU170210LB0106M              	U	EXPEND	FOODTOTL	170210	LB01	06	M	Other carbonated drinks by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
20411	CXU170310LB0102M              	U	EXPEND	FOODTOTL	170310	LB01	02	M	Roasted coffee by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
20412	CXU170310LB0103M              	U	EXPEND	FOODTOTL	170310	LB01	03	M	Roasted coffee by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
20413	CXU170310LB0104M              	U	EXPEND	FOODTOTL	170310	LB01	04	M	Roasted coffee by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
20414	CXU170310LB0105M              	U	EXPEND	FOODTOTL	170310	LB01	05	M	Roasted coffee by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
20415	CXU170310LB0106M              	U	EXPEND	FOODTOTL	170310	LB01	06	M	Roasted coffee by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
20569	CXU170319LB0102M              	U	EXPEND	FOODTOTL	170319	LB01	02	M	Coffee by Income Quintiles: Lowest 20 percent income quintile		2023	A01	2023	A01
20570	CXU170319LB0103M              	U	EXPEND	FOODTOTL	170319	LB01	03	M	Coffee by Income Quintiles: Second 20 percent income quintile		2023	A01	2023	A01
20571	CXU170319LB0104M              	U	EXPEND	FOODTOTL	170319	LB01	04	M	Coffee by Income Quintiles: Third 20 percent income quintile		2023	A01	2023	A01
20572	CXU170319LB0105M              	U	EXPEND	FOODTOTL	170319	LB01	05	M	Coffee by Income Quintiles: Fourth 20 percent income quintile		2023	A01	2023	A01
20573	CXU170319LB0106M              	U	EXPEND	FOODTOTL	170319	LB01	06	M	Coffee by Income Quintiles: Highest 20 percent income quintile		2023	A01	2023	A01
20697	CXU170410LB0102M              	U	EXPEND	FOODTOTL	170410	LB01	02	M	Instant and freeze dried coffee by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
20698	CXU170410LB0103M              	U	EXPEND	FOODTOTL	170410	LB01	03	M	Instant and freeze dried coffee by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
20699	CXU170410LB0104M              	U	EXPEND	FOODTOTL	170410	LB01	04	M	Instant and freeze dried coffee by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
20700	CXU170410LB0105M              	U	EXPEND	FOODTOTL	170410	LB01	05	M	Instant and freeze dried coffee by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
20701	CXU170410LB0106M              	U	EXPEND	FOODTOTL	170410	LB01	06	M	Instant and freeze dried coffee by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
20855	CXU170510LB0102M              	U	EXPEND	FOODTOTL	170510	LB01	02	M	Noncarbonated fruit flavored drinks, including non-frozen lemonade by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
20856	CXU170510LB0103M              	U	EXPEND	FOODTOTL	170510	LB01	03	M	Noncarbonated fruit flavored drinks, including non-frozen lemonade by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
